Period (s), SA (ms2)
9.96966E-03, 1.36041E-02
9.96534E-03, 1.36040E-02
9.96102E-03, 1.36040E-02
9.95671E-03, 1.36039E-02
9.95240E-03, 1.36038E-02
9.94810E-03, 1.36038E-02
9.94380E-03, 1.36037E-02
9.93950E-03, 1.36036E-02
9.93521E-03, 1.36035E-02
9.93092E-03, 1.36033E-02
9.92663E-03, 1.36032E-02
9.92235E-03, 1.36031E-02
9.91807E-03, 1.36030E-02
9.91379E-03, 1.36028E-02
9.90952E-03, 1.36027E-02
9.90525E-03, 1.36025E-02
9.90099E-03, 1.36024E-02
9.89673E-03, 1.36022E-02
9.89247E-03, 1.36020E-02
9.88822E-03, 1.36018E-02
9.88397E-03, 1.36017E-02
9.87973E-03, 1.36015E-02
9.87548E-03, 1.36013E-02
9.87124E-03, 1.36010E-02
9.86701E-03, 1.36008E-02
9.86278E-03, 1.36006E-02
9.85855E-03, 1.36004E-02
9.85433E-03, 1.36001E-02
9.85011E-03, 1.35999E-02
9.84589E-03, 1.35996E-02
9.84168E-03, 1.35994E-02
9.83747E-03, 1.35991E-02
9.83326E-03, 1.35988E-02
9.82906E-03, 1.35986E-02
9.82486E-03, 1.35983E-02
9.82067E-03, 1.35980E-02
9.81647E-03, 1.35977E-02
9.81229E-03, 1.35974E-02
9.80810E-03, 1.35971E-02
9.80392E-03, 1.35967E-02
9.79974E-03, 1.35964E-02
9.79557E-03, 1.35961E-02
9.79140E-03, 1.35957E-02
9.78723E-03, 1.35954E-02
9.78307E-03, 1.35950E-02
9.77891E-03, 1.35947E-02
9.77476E-03, 1.35943E-02
9.77060E-03, 1.35939E-02
9.76645E-03, 1.35935E-02
9.76231E-03, 1.35931E-02
9.75817E-03, 1.35927E-02
9.75403E-03, 1.35923E-02
9.74989E-03, 1.35919E-02
9.74576E-03, 1.35915E-02
9.74163E-03, 1.35911E-02
9.73751E-03, 1.35906E-02
9.73339E-03, 1.35902E-02
9.72927E-03, 1.35897E-02
9.72516E-03, 1.35893E-02
9.72105E-03, 1.35888E-02
9.71694E-03, 1.35883E-02
9.71284E-03, 1.35879E-02
9.70874E-03, 1.35874E-02
9.70464E-03, 1.35869E-02
9.70055E-03, 1.35864E-02
9.69646E-03, 1.35859E-02
9.69237E-03, 1.35854E-02
9.68829E-03, 1.35849E-02
9.68421E-03, 1.35843E-02
9.68013E-03, 1.35838E-02
9.67606E-03, 1.35833E-02
9.67199E-03, 1.35827E-02
9.66793E-03, 1.35821E-02
9.66387E-03, 1.35816E-02
9.65981E-03, 1.35810E-02
9.65575E-03, 1.35804E-02
9.65170E-03, 1.35799E-02
9.64765E-03, 1.35793E-02
9.64361E-03, 1.35787E-02
9.63956E-03, 1.35781E-02
9.63553E-03, 1.35775E-02
9.63149E-03, 1.35768E-02
9.62746E-03, 1.35762E-02
9.62343E-03, 1.35756E-02
9.61941E-03, 1.35749E-02
9.61538E-03, 1.35743E-02
9.61137E-03, 1.35736E-02
9.60735E-03, 1.35730E-02
9.60334E-03, 1.35723E-02
9.59933E-03, 1.35716E-02
9.59533E-03, 1.35710E-02
9.59133E-03, 1.35703E-02
9.58733E-03, 1.35696E-02
9.58333E-03, 1.35689E-02
9.57934E-03, 1.35682E-02
9.57535E-03, 1.35674E-02
9.57137E-03, 1.35667E-02
9.56739E-03, 1.35660E-02
9.56341E-03, 1.35652E-02
9.55943E-03, 1.35645E-02
9.55546E-03, 1.35637E-02
9.55150E-03, 1.35630E-02
9.54753E-03, 1.35622E-02
9.54357E-03, 1.35614E-02
9.53961E-03, 1.35606E-02
9.53566E-03, 1.35599E-02
9.53170E-03, 1.35591E-02
9.52775E-03, 1.35583E-02
9.52381E-03, 1.35574E-02
9.51987E-03, 1.35566E-02
9.51593E-03, 1.35558E-02
9.51199E-03, 1.35550E-02
9.50806E-03, 1.35541E-02
9.50413E-03, 1.35533E-02
9.50021E-03, 1.35524E-02
9.49628E-03, 1.35516E-02
9.49236E-03, 1.35507E-02
9.48845E-03, 1.35498E-02
9.48454E-03, 1.35489E-02
9.48063E-03, 1.35480E-02
9.47672E-03, 1.35471E-02
9.47282E-03, 1.35462E-02
9.46892E-03, 1.35453E-02
9.46502E-03, 1.35444E-02
9.46113E-03, 1.35435E-02
9.45724E-03, 1.35425E-02
9.45335E-03, 1.35416E-02
9.44947E-03, 1.35406E-02
9.44559E-03, 1.35397E-02
9.44171E-03, 1.35387E-02
9.43783E-03, 1.35378E-02
9.43396E-03, 1.35368E-02
9.43009E-03, 1.35358E-02
9.42623E-03, 1.35348E-02
9.42237E-03, 1.35338E-02
9.41851E-03, 1.35328E-02
9.41465E-03, 1.35318E-02
9.41080E-03, 1.35308E-02
9.40695E-03, 1.35297E-02
9.40311E-03, 1.35287E-02
9.39926E-03, 1.35277E-02
9.39542E-03, 1.35266E-02
9.39159E-03, 1.35255E-02
9.38776E-03, 1.35245E-02
9.38392E-03, 1.35234E-02
9.38010E-03, 1.35223E-02
9.37627E-03, 1.35213E-02
9.37245E-03, 1.35202E-02
9.36864E-03, 1.35191E-02
9.36482E-03, 1.35180E-02
9.36101E-03, 1.35169E-02
9.35720E-03, 1.35157E-02
9.35340E-03, 1.35146E-02
9.34959E-03, 1.35135E-02
9.34579E-03, 1.35123E-02
9.34200E-03, 1.35112E-02
9.33821E-03, 1.35100E-02
9.33442E-03, 1.35089E-02
9.33063E-03, 1.35077E-02
9.32685E-03, 1.35066E-02
9.32306E-03, 1.35054E-02
9.31929E-03, 1.35042E-02
9.31551E-03, 1.35030E-02
9.31174E-03, 1.35018E-02
9.30797E-03, 1.35006E-02
9.30421E-03, 1.34994E-02
9.30044E-03, 1.34982E-02
9.29669E-03, 1.34970E-02
9.29293E-03, 1.34958E-02
9.28918E-03, 1.34945E-02
9.28543E-03, 1.34933E-02
9.28168E-03, 1.34921E-02
9.27793E-03, 1.34908E-02
9.27419E-03, 1.34896E-02
9.27046E-03, 1.34883E-02
9.26672E-03, 1.34870E-02
9.26299E-03, 1.34858E-02
9.25926E-03, 1.34845E-02
9.25553E-03, 1.34832E-02
9.25181E-03, 1.34819E-02
9.24809E-03, 1.34807E-02
9.24437E-03, 1.34794E-02
9.24066E-03, 1.34781E-02
9.23695E-03, 1.34768E-02
9.23324E-03, 1.34755E-02
9.22953E-03, 1.34742E-02
9.22583E-03, 1.34729E-02
9.22213E-03, 1.34715E-02
9.21844E-03, 1.34702E-02
9.21474E-03, 1.34689E-02
9.21105E-03, 1.34676E-02
9.20737E-03, 1.34662E-02
9.20368E-03, 1.34649E-02
9.20000E-03, 1.34636E-02
9.19632E-03, 1.34622E-02
9.19265E-03, 1.34609E-02
9.18897E-03, 1.34595E-02
9.18530E-03, 1.34582E-02
9.18164E-03, 1.34568E-02
9.17797E-03, 1.34555E-02
9.17431E-03, 1.34541E-02
9.17065E-03, 1.34528E-02
9.16700E-03, 1.34514E-02
9.16335E-03, 1.34500E-02
9.15970E-03, 1.34487E-02
9.15605E-03, 1.34473E-02
9.15241E-03, 1.34459E-02
9.14877E-03, 1.34445E-02
9.14513E-03, 1.34432E-02
9.14149E-03, 1.34418E-02
9.13786E-03, 1.34404E-02
9.13423E-03, 1.34390E-02
9.13061E-03, 1.34376E-02
9.12698E-03, 1.34363E-02
9.12336E-03, 1.34349E-02
9.11975E-03, 1.34335E-02
9.11613E-03, 1.34321E-02
9.11252E-03, 1.34307E-02
9.10891E-03, 1.34293E-02
9.10530E-03, 1.34279E-02
9.10170E-03, 1.34265E-02
9.09810E-03, 1.34252E-02
9.09450E-03, 1.34238E-02
9.09091E-03, 1.34224E-02
9.08732E-03, 1.34210E-02
9.08373E-03, 1.34196E-02
9.08014E-03, 1.34182E-02
9.07656E-03, 1.34168E-02
9.07298E-03, 1.34154E-02
9.06940E-03, 1.34140E-02
9.06583E-03, 1.34126E-02
9.06225E-03, 1.34113E-02
9.05868E-03, 1.34099E-02
9.05512E-03, 1.34085E-02
9.05155E-03, 1.34071E-02
9.04799E-03, 1.34057E-02
9.04444E-03, 1.34043E-02
9.04088E-03, 1.34030E-02
9.03733E-03, 1.34016E-02
9.03378E-03, 1.34002E-02
9.03023E-03, 1.33988E-02
9.02669E-03, 1.33974E-02
9.02315E-03, 1.33961E-02
9.01961E-03, 1.33947E-02
9.01607E-03, 1.33933E-02
9.01254E-03, 1.33920E-02
9.00901E-03, 1.33906E-02
9.00548E-03, 1.33892E-02
9.00196E-03, 1.33879E-02
8.99844E-03, 1.33865E-02
8.99492E-03, 1.33852E-02
8.99140E-03, 1.33838E-02
8.98789E-03, 1.33825E-02
8.98438E-03, 1.33811E-02
8.98087E-03, 1.33798E-02
8.97736E-03, 1.33784E-02
8.97386E-03, 1.33771E-02
8.97036E-03, 1.33757E-02
8.96686E-03, 1.33744E-02
8.96337E-03, 1.33731E-02
8.95988E-03, 1.33717E-02
8.95639E-03, 1.33704E-02
8.95290E-03, 1.33691E-02
8.94942E-03, 1.33678E-02
8.94594E-03, 1.33665E-02
8.94246E-03, 1.33651E-02
8.93898E-03, 1.33638E-02
8.93551E-03, 1.33625E-02
8.93204E-03, 1.33612E-02
8.92857E-03, 1.33599E-02
8.92511E-03, 1.33586E-02
8.92164E-03, 1.33574E-02
8.91819E-03, 1.33561E-02
8.91473E-03, 1.33548E-02
8.91127E-03, 1.33535E-02
8.90782E-03, 1.33522E-02
8.90437E-03, 1.33510E-02
8.90093E-03, 1.33497E-02
8.89749E-03, 1.33484E-02
8.89404E-03, 1.33472E-02
8.89061E-03, 1.33459E-02
8.88717E-03, 1.33447E-02
8.88374E-03, 1.33434E-02
8.88031E-03, 1.33422E-02
8.87688E-03, 1.33410E-02
8.87346E-03, 1.33397E-02
8.87003E-03, 1.33385E-02
8.86662E-03, 1.33373E-02
8.86320E-03, 1.33361E-02
8.85978E-03, 1.33348E-02
8.85637E-03, 1.33336E-02
8.85296E-03, 1.33324E-02
8.84956E-03, 1.33312E-02
8.84615E-03, 1.33300E-02
8.84275E-03, 1.33288E-02
8.83935E-03, 1.33277E-02
8.83596E-03, 1.33265E-02
8.83257E-03, 1.33253E-02
8.82917E-03, 1.33241E-02
8.82579E-03, 1.33230E-02
8.82240E-03, 1.33218E-02
8.81902E-03, 1.33206E-02
8.81564E-03, 1.33195E-02
8.81226E-03, 1.33183E-02
8.80889E-03, 1.33172E-02
8.80551E-03, 1.33161E-02
8.80214E-03, 1.33149E-02
8.79878E-03, 1.33138E-02
8.79541E-03, 1.33127E-02
8.79205E-03, 1.33116E-02
8.78869E-03, 1.33104E-02
8.78533E-03, 1.33093E-02
8.78198E-03, 1.33082E-02
8.77863E-03, 1.33071E-02
8.77528E-03, 1.33060E-02
8.77193E-03, 1.33049E-02
8.76859E-03, 1.33039E-02
8.76524E-03, 1.33028E-02
8.76190E-03, 1.33017E-02
8.75857E-03, 1.33006E-02
8.75523E-03, 1.32996E-02
8.75190E-03, 1.32985E-02
8.74857E-03, 1.32975E-02
8.74525E-03, 1.32964E-02
8.74192E-03, 1.32954E-02
8.73860E-03, 1.32943E-02
8.73528E-03, 1.32933E-02
8.73197E-03, 1.32923E-02
8.72865E-03, 1.32913E-02
8.72534E-03, 1.32902E-02
8.72203E-03, 1.32892E-02
8.71873E-03, 1.32882E-02
8.71542E-03, 1.32872E-02
8.71212E-03, 1.32862E-02
8.70882E-03, 1.32852E-02
8.70553E-03, 1.32842E-02
8.70223E-03, 1.32832E-02
8.69894E-03, 1.32823E-02
8.69565E-03, 1.32813E-02
8.69237E-03, 1.32803E-02
8.68908E-03, 1.32794E-02
8.68580E-03, 1.32784E-02
8.68252E-03, 1.32774E-02
8.67925E-03, 1.32765E-02
8.67597E-03, 1.32756E-02
8.67270E-03, 1.32746E-02
8.66943E-03, 1.32737E-02
8.66616E-03, 1.32727E-02
8.66290E-03, 1.32718E-02
8.65964E-03, 1.32709E-02
8.65638E-03, 1.32700E-02
8.65312E-03, 1.32691E-02
8.64987E-03, 1.32682E-02
8.64662E-03, 1.32673E-02
8.64337E-03, 1.32664E-02
8.64012E-03, 1.32655E-02
8.63688E-03, 1.32646E-02
8.63363E-03, 1.32637E-02
8.63039E-03, 1.32628E-02
8.62716E-03, 1.32620E-02
8.62392E-03, 1.32611E-02
8.62069E-03, 1.32602E-02
8.61746E-03, 1.32594E-02
8.61423E-03, 1.32585E-02
8.61101E-03, 1.32577E-02
8.60778E-03, 1.32568E-02
8.60456E-03, 1.32560E-02
8.60135E-03, 1.32551E-02
8.59813E-03, 1.32543E-02
8.59492E-03, 1.32535E-02
8.59171E-03, 1.32526E-02
8.58850E-03, 1.32518E-02
8.58529E-03, 1.32510E-02
8.58209E-03, 1.32502E-02
8.57889E-03, 1.32494E-02
8.57569E-03, 1.32486E-02
8.57249E-03, 1.32478E-02
8.56930E-03, 1.32470E-02
8.56611E-03, 1.32462E-02
8.56292E-03, 1.32454E-02
8.55973E-03, 1.32446E-02
8.55655E-03, 1.32439E-02
8.55337E-03, 1.32431E-02
8.55019E-03, 1.32423E-02
8.54701E-03, 1.32416E-02
8.54383E-03, 1.32408E-02
8.54066E-03, 1.32400E-02
8.53749E-03, 1.32393E-02
8.53432E-03, 1.32385E-02
8.53116E-03, 1.32378E-02
8.52799E-03, 1.32370E-02
8.52483E-03, 1.32363E-02
8.52167E-03, 1.32356E-02
8.51852E-03, 1.32348E-02
8.51536E-03, 1.32341E-02
8.51221E-03, 1.32334E-02
8.50906E-03, 1.32327E-02
8.50592E-03, 1.32320E-02
8.50277E-03, 1.32313E-02
8.49963E-03, 1.32306E-02
8.49649E-03, 1.32299E-02
8.49335E-03, 1.32292E-02
8.49022E-03, 1.32285E-02
8.48708E-03, 1.32278E-02
8.48395E-03, 1.32271E-02
8.48083E-03, 1.32264E-02
8.47770E-03, 1.32257E-02
8.47458E-03, 1.32250E-02
8.47145E-03, 1.32244E-02
8.46834E-03, 1.32237E-02
8.46522E-03, 1.32230E-02
8.46210E-03, 1.32224E-02
8.45899E-03, 1.32217E-02
8.45588E-03, 1.32211E-02
8.45277E-03, 1.32204E-02
8.44967E-03, 1.32198E-02
8.44657E-03, 1.32191E-02
8.44347E-03, 1.32185E-02
8.44037E-03, 1.32178E-02
8.43727E-03, 1.32172E-02
8.43418E-03, 1.32166E-02
8.43109E-03, 1.32159E-02
8.42800E-03, 1.32153E-02
8.42491E-03, 1.32147E-02
8.42182E-03, 1.32141E-02
8.41874E-03, 1.32134E-02
8.41566E-03, 1.32128E-02
8.41258E-03, 1.32122E-02
8.40951E-03, 1.32116E-02
8.40643E-03, 1.32110E-02
8.40336E-03, 1.32104E-02
8.40029E-03, 1.32098E-02
8.39723E-03, 1.32092E-02
8.39416E-03, 1.32086E-02
8.39110E-03, 1.32080E-02
8.38804E-03, 1.32075E-02
8.38498E-03, 1.32069E-02
8.38192E-03, 1.32063E-02
8.37887E-03, 1.32057E-02
8.37582E-03, 1.32051E-02
8.37277E-03, 1.32046E-02
8.36972E-03, 1.32040E-02
8.36668E-03, 1.32034E-02
8.36364E-03, 1.32029E-02
8.36060E-03, 1.32023E-02
8.35756E-03, 1.32018E-02
8.35452E-03, 1.32012E-02
8.35149E-03, 1.32006E-02
8.34846E-03, 1.32001E-02
8.34543E-03, 1.31996E-02
8.34240E-03, 1.31990E-02
8.33938E-03, 1.31985E-02
8.33635E-03, 1.31979E-02
8.33333E-03, 1.31974E-02
8.33032E-03, 1.31969E-02
8.32730E-03, 1.31963E-02
8.32429E-03, 1.31958E-02
8.32127E-03, 1.31953E-02
8.31826E-03, 1.31948E-02
8.31526E-03, 1.31942E-02
8.31225E-03, 1.31937E-02
8.30925E-03, 1.31932E-02
8.30625E-03, 1.31927E-02
8.30325E-03, 1.31922E-02
8.30025E-03, 1.31917E-02
8.29726E-03, 1.31912E-02
8.29427E-03, 1.31907E-02
8.29128E-03, 1.31902E-02
8.28829E-03, 1.31897E-02
8.28530E-03, 1.31892E-02
8.28232E-03, 1.31887E-02
8.27934E-03, 1.31882E-02
8.27636E-03, 1.31877E-02
8.27338E-03, 1.31872E-02
8.27041E-03, 1.31867E-02
8.26743E-03, 1.31862E-02
8.26446E-03, 1.31858E-02
8.26149E-03, 1.31853E-02
8.25853E-03, 1.31848E-02
8.25556E-03, 1.31843E-02
8.25260E-03, 1.31839E-02
8.24964E-03, 1.31834E-02
8.24668E-03, 1.31829E-02
8.24373E-03, 1.31825E-02
8.24077E-03, 1.31820E-02
8.23782E-03, 1.31815E-02
8.23487E-03, 1.31811E-02
8.23193E-03, 1.31806E-02
8.22898E-03, 1.31802E-02
8.22604E-03, 1.31797E-02
8.22310E-03, 1.31793E-02
8.22016E-03, 1.31788E-02
8.21722E-03, 1.31784E-02
8.21429E-03, 1.31779E-02
8.21135E-03, 1.31775E-02
8.20842E-03, 1.31770E-02
8.20549E-03, 1.31766E-02
8.20257E-03, 1.31762E-02
8.19964E-03, 1.31757E-02
8.19672E-03, 1.31753E-02
8.19380E-03, 1.31749E-02
8.19088E-03, 1.31744E-02
8.18797E-03, 1.31740E-02
8.18505E-03, 1.31736E-02
8.18214E-03, 1.31732E-02
8.17923E-03, 1.31727E-02
8.17632E-03, 1.31723E-02
8.17342E-03, 1.31719E-02
8.17052E-03, 1.31715E-02
8.16761E-03, 1.31711E-02
8.16471E-03, 1.31707E-02
8.16182E-03, 1.31702E-02
8.15892E-03, 1.31698E-02
8.15603E-03, 1.31694E-02
8.15314E-03, 1.31690E-02
8.15025E-03, 1.31686E-02
8.14736E-03, 1.31682E-02
8.14448E-03, 1.31678E-02
8.14159E-03, 1.31674E-02
8.13871E-03, 1.31670E-02
8.13583E-03, 1.31666E-02
8.13296E-03, 1.31662E-02
8.13008E-03, 1.31658E-02
8.12721E-03, 1.31654E-02
8.12434E-03, 1.31650E-02
8.12147E-03, 1.31647E-02
8.11860E-03, 1.31643E-02
8.11574E-03, 1.31639E-02
8.11287E-03, 1.31635E-02
8.11001E-03, 1.31631E-02
8.10716E-03, 1.31627E-02
8.10430E-03, 1.31624E-02
8.10144E-03, 1.31620E-02
8.09859E-03, 1.31616E-02
8.09574E-03, 1.31612E-02
8.09289E-03, 1.31609E-02
8.09005E-03, 1.31605E-02
8.08720E-03, 1.31601E-02
8.08436E-03, 1.31598E-02
8.08152E-03, 1.31594E-02
8.07868E-03, 1.31590E-02
8.07584E-03, 1.31587E-02
8.07301E-03, 1.31583E-02
8.07018E-03, 1.31579E-02
8.06734E-03, 1.31576E-02
8.06452E-03, 1.31572E-02
8.06169E-03, 1.31569E-02
8.05886E-03, 1.31565E-02
8.05604E-03, 1.31561E-02
8.05322E-03, 1.31558E-02
8.05040E-03, 1.31554E-02
8.04759E-03, 1.31551E-02
8.04477E-03, 1.31547E-02
8.04196E-03, 1.31544E-02
8.03915E-03, 1.31540E-02
8.03634E-03, 1.31537E-02
8.03353E-03, 1.31534E-02
8.03073E-03, 1.31530E-02
8.02792E-03, 1.31527E-02
8.02512E-03, 1.31523E-02
8.02232E-03, 1.31520E-02
8.01953E-03, 1.31517E-02
8.01673E-03, 1.31513E-02
8.01394E-03, 1.31510E-02
8.01115E-03, 1.31506E-02
8.00836E-03, 1.31503E-02
8.00557E-03, 1.31500E-02
8.00278E-03, 1.31497E-02
